,City,cityID,clusterID,Typology,Country,Car Modeshare (%),Public Transit Modeshare (%),Bicycle Modeshare (%),Walking Modeshare (%),Gasoline Pump Price (USD/liter),Road Deaths Rate (per 1000),Subway Length (km),Subway Length Density (per km),Subway Stations per Hundred Thousand,Subway Ridership per Capita,Subway Age (years),BRT Length (km),BRT System Length Density (per km),BRT Stations per Hundred Thousand Persons,BRT Fleet per Hundred Thousand Persons,BRT Annual Ridership per Capita,BRT Age (years),Bikeshare Stations,Bikeshare Stations per Hundred Thousand Persons,Bikeshare Number of Bikes,Bikeshare Bicycles per Hundred Thousand Persons,Bikeshare Age (years),Congestion (%),Congestion AM Peak (%),Congestion PM Peak (%),Traffic Index,Travel Time Index,Inefficiency Index,Population,Land Area (sq. km),Population Density (per sq. km),Population Change 1990 – 2000,Population Change 2000 – 2010,Population Change 2010 – 2020,Population Change 2020 – 2025,Urbanization Rate 2015 (%),Urbanization Rate Change 2015 – 2025 (pp),GDP per Capita (USD),Unemployment Rate (%),Cost of Living Index,Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Gini Coefficient,Poverty Rate (%),Life Expectancy (years),Safety Index,Internet Penetration,Digital Penetration,Innovation Index,Smartphone Penetration (%),CO2 Emissions per Capita (metric tonnes),Pollution Index ,Street length total (m),Street Length Density (m/sq. km),Street Length Average (m),Intersection Count,Intersection Density (per sq. km),Degree Average,Streets per Node,Circuity,Self-Loop Proportion,Highway Proportion,Metro Propensity Factor,BRT Propensity Factor,BikeShare Propensity Factor,Development Factor,Sustainability Factor,Population Factor,Congestion Factor,Sprawl Factor,Network Density Factor,AvgTemperature,coordinates,Temperature,Humidity,Location
255,Taipei,242.0,6.0,Hybrid Giant,Taiwan,47.0,34.0,3,15.0,0.98,12.7,131.1,0.115,1.376470588,84.41176471,21.0,60.0,0.052631579,1.764705882,19.76470588,42.35294118,20.0,196,2.305882353,6046.0,71.12941176,2.0,40.0,59.0,80.0,106.52,30.81,98.28,8500000.0,1140.0,7500.0,-106911.0,23679.0,347143.0,308653.0,,,46102.0,5.2,66.23,21.53,79.0,31.18,123.14,,1.67,82.515,82.91,84.0,0.79,44.0,,11.73,50.52,5554580.146,4835863211.0,169.7143251,18815.0,870.608234,4.897020725,3.031828275,1.144234477,0.00081244,0.027784596,0.4039315566,0.5030032703,0.4237121196,0.6213556985,0.5787877829,0.1081735952,0.4966557828,0.6080335014,0.3978321475,74.2,"(25.0375198, 121.5636796)",17.28,93,"(25.0375198, 121.5636796)"
256,Gwangju,232.0,6.0,Hybrid Giant,South Korea,40.5,30.9,1.2,26.4,1.47,9.1,20.1,0.158267717,1.238390093,11.14551084,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1615000.0,127.0,12700.0,224622.0,139832.0,141448.0,31955.0,82.5,1.3,22513.0,2.8,,,,,,,,82.3,,92.3,0.82,,88.0,4.1,,2807012.142,3554314538.0,147.9321287,11215.0,1266.226991,5.825407166,3.091856678,1.06686735,0.002628047,0.026979647,0.2935318552,0.1305534597,0.4017049857,0.5200612163,0.5235295794,0.0433951207,0.5559406685,0.4555310244,0.3569142906,,"(35.1595775, 126.8515089)",-3.59,64,"(35.1595775, 126.8515089)"
257,San Diego(CA),281.0,7.0,Auto Sprawl,United States,84.6,2.9,0.7,3.2,0.9,8.1,86.1,0.045411392,1.704180064,12.25080386,36.0,14.0,0.007383966,0.578778135,,1.607717042,,180,5.787781351,1800.0,57.8778135,2.0,27.0,44.0,60.0,190.32,41.68,232.69,3110000.0,1896.0,1600.0,327053.0,436665.0,497998.0,242159.0,81.6,1.7,57465.0,7.6,77.64,61.08,78.33,75.26,122.93,0.471,15.6,80.8,63.96,73.5,0.78,48.0,72.0,12.6,37.44,13091059.22,5363477333.0,160.648176,45116.0,409.7053756,4.89801816,2.673809172,1.080245156,0.00334558,0.032859245,0.2544879478,0.2085311164,0.3815610523,0.8003909307,0.3348997626,0.0934669262,0.3051332137,0.6603491489,0.3988422061,,"(32.7174209, -117.1627714)",13.52,37,"(32.7174209, -117.1627714)"
258,Guadalajara,166.0,2.0,BusTransit Sprawl,Mexico,27.0,28.0,15,30.0,0.92,21.1,0.0,0.0,0.0,0.0,0.0,16.0,0.021304927,0.577540107,0.923,8.593,9.0,242,5.176470588,2116.0,45.26203209,4.0,,,,,,,4675000.0,751.0,6200.0,691972.0,739283.0,850918.0,385068.0,79.2,2.6,14882.0,4.5,31.08,7.62,30.64,26.07,49.53,0.42,40.0,76.7,47.61,49.2,0.5,35.0,35.0,2.4,71.14,13690416.55,614859453.7,184.7709201,46089.0,44.91166878,5.005887459,2.795788202,1.127199508,0.002216509,0.028806164,0.0869851138,0.2443462138,0.4742000447,0.2697736038,0.3345517511,0.1672878557,0.5834626378,0.678189754,0.2499595262,-99.0,"(20.6720375, -103.3383962)",12.04,21,"(20.6720375, -103.3383962)"
259,Dallas-Fort Worth(TX),272.0,8.0,Auto Innovative,United States,90.5,1.4,0.1,1.2,0.58,12.8,150.0,0.028985507,1.01910828,4.713375796,21.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.50955414,300.0,4.777070064,5.0,18.0,33.0,46.0,181.32,38.68,189.57,6280000.0,5175.0,1200.0,953473.0,970218.0,769962.0,365633.0,81.6,1.7,65154.0,6.3,67.8,42.34,61.03,70.38,171.35,0.469,22.5,78.5,57.54,68.1,0.78,52.0,72.0,13.7,45.89,18369192.93,7999072197.0,157.4403288,67679.0,435.4612763,5.163237636,3.068791217,1.06285401,0.004344213,0.037315204,0.2274679707,0.1556004023,0.4123592254,0.7825024296,0.344484223,0.1850552789,0.1731678783,0.9081644705,0.5633369444,,"(32.7408759, -97.3451271)",-3.68,26,"(32.7408759, -97.3451271)"
260,Raleigh(NC),318.0,7.0,Auto Sprawl,United States,88.7,1.2,0.3,1.0,0.65,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,30.0,49.0,149.0,32.5,164.75,1130000.0,1342.0,700.0,238958.0,254137.0,156345.0,77575.0,81.6,1.7,49703.0,6.4,70.52,35.5,72.23,69.05,155.65,0.464,15.6,77.8,,73.1,0.78,45.0,72.0,6.0,,5481732.395,5955003007.0,161.374559,18722.0,1086.335957,4.699135663,2.544344231,1.077756153,0.007997185,0.023912785,0.0266436591,0.1484932645,0.3511724312,0.7173998782,0.3756814974,0.0530499359,0.1624702648,0.7034858894,0.3320080125,,"(35.7803977, -78.6390989)",15.93,71,"(35.7803977, -78.6390989)"
261,Seoul-Incheon,228.0,9.0,MassTransit Heavyweight,South Korea,23.4,66.6,1.7,8.3,1.47,9.1,331.5,0.127992278,1.085896076,111.1346766,43.0,43.0,0.016602317,,2.120890774,5.090137858,14.0,300,1.272534465,3000.0,12.72534464,3.0,,,,103.79,34.07,102.95,23575000.0,2590.0,9100.0,-626535.0,-166756.0,98575.0,17457.0,82.5,1.3,31403.0,3.5,84.51,44.98,98.27,48.16,85.4,,2.03,79.4,81.95,92.3,0.82,53.0,88.0,5.7,36.82,10931841.9,9695456107.0,86.57650312,75234.0,886.9005058,5.766043964,3.020953429,1.050624846,0.001178125,0.010300981,0.651934499,0.2769287162,0.3517328535,0.7275660677,0.574291624,0.0921458971,0.5583446801,0.4730911974,0.7256219173,,"(37.44032425, 126.73540046158966)",-6.96,73,"(37.44032425, 126.73540046158966)"
262,Tegucigalpa,110.0,1.0,Congested Emerging,Honduras,11.0,80.0,3,5.0,1.03,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1155000.0,148.0,7800.0,214746.0,258569.0,436291.0,242415.0,54.7,5.5,2137.8,,,,,,,0.51,61.0,74.6,,18.6,0.29,25.0,,1.15489309,,2407355.316,1959026280.0,129.5949244,10635.0,813.7669861,5.119624248,2.723910172,1.147129134,0.00206422,0.0,0.1092181938,0.1044975375,0.3626453212,0.123801558,0.2559770165,0.1568710484,0.7322213479,0.372441222,0.2731691667,68.8,"(14.1056861, -87.204676)",17.6,69,"(14.1056861, -87.204676)"
263,Conakry,108.0,1.0,Congested Emerging,Guinea,,,,,0.88,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1685000.0,161.0,10500.0,326214.0,494434.0,917287.0,562928.0,37.2,5.2,735.7,,,,,,,,35.4,59.0,,7.9,0.1,,,0.192422941,,1419842.387,1136547619.0,116.066573,7223.0,800.4744953,5.702406481,2.9231594,1.031449314,0.0002507,0.0,0.0691673245,0.0403132188,0.3427918343,0.022524452,0.2804912198,0.2375389563,0.6922101479,0.3775185116,0.3270206773,82.6,"(9.5170602, -13.6998434)",30.18,73,"(9.5170602, -13.6998434)"
264,Manila,197.0,3.0,Congested Boomer,Philippines,18.0,30.9,,30.3,0.98,10.5,50.3,0.030821078,0.191888356,17.54906236,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,292.66,58.85,289.71,22930000.0,1632.0,14100.0,1985464.0,1695547.0,2774275.0,1849654.0,44.4,0.5,14222.0,12.5,40.94,16.38,37.12,25.14,44.52,0.4,13.0,68.5,39.28,43.0,0.43,37.0,22.0,1.006838603,92.91,1051794.584,12687408907.0,89.72059918,6804.0,12062.63,5.600757371,3.202461455,1.022341109,0.0,0.0,0.2237993555,0.0746149399,0.4111688459,0.1999303674,0.1107772394,0.4527494978,0.6374680487,0.1850151903,0.8352774162,83.2,"(14.5907332, 120.9809674)",25.45,73,"(14.5907332, 120.9809674)"
265,Beirut,157.0,5.0,Hybrid Moderate,Lebanon,,,,,0.86,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,168.21,35.62,141.08,2225000.0,673.0,3300.0,194157.0,496695.0,318600.0,124739.0,87.8,1.2,7144.0,,63.36,41.97,46.22,60.84,56.66,,,74.9,51.73,75.6,0.48,33.0,52.0,4.271123267,87.06,580829.9962,13876292357.0,82.89282092,4283.0,23890.45409,4.636702478,3.100197325,1.026704255,0.0,0.016441997,0.0256907463,0.1161126376,0.3396288164,0.3908192239,0.325822753,0.0787017199,0.496427394,0.338769056,0.8652803783,70.6,"(33.8959203, 35.47843)",18.84,59,"(33.8959203, 35.47843)"
266,Turin,142.0,10.0,MassTransit Moderate,Italy,64.0,28.0,1,7.0,2.01,5.6,13.2,0.035106383,1.37704918,23.21311475,11.0,0.0,0.0,0.0,0.0,0.0,0.0,136,8.918032787,1200.0,78.68852459,7.0,25.0,47.0,44.0,117.21,30.07,99.86,1525000.0,376.0,4100.0,-80586.0,-74087.0,42283.0,71441.0,69.0,1.9,39445.0,11.3,70.88,20.65,62.21,71.51,86.28,,,82.7,46.04,58.5,0.72,41.0,60.0,8.1,77.26,2219104.236,9731530931.0,100.4574122,12922.0,4385.341966,4.595477032,3.134134276,1.062587285,0.001168763,0.014979801,0.1597181038,0.1180410585,0.4795257079,0.5905326232,0.4429369083,0.0483956198,0.3283104164,0.1522093481,0.5525766558,,"(45.0677551, 7.6824892)",1.7,93,"(45.0677551, 7.6824892)"
267,Prague,80.0,9.0,MassTransit Heavyweight,Czech Republic,33.0,43.0,1,23.0,1.53,2.3,65.2,0.218791946,4.420289855,326.1594203,43.0,10.0,0.033557047,,,3.913043478,,0,0.0,0.0,0.0,0.0,28.0,54.0,46.0,120.68,37.04,96.03,1380000.0,298.0,4600.0,-40021.0,92786.0,108503.0,56209.0,73.0,0.5,28999.0,3.8,44.15,19.86,36.94,33.09,81.25,,8.6,78.5,69.05,74.1,0.66,46.0,,13.0,38.37,5022813.186,5556191299.0,128.6218838,22841.0,1106.191111,4.815632965,2.762779666,1.066946778,0.003925547,0.0,0.7854367301,0.189474708,0.4387901364,0.5112685909,0.4672578138,0.017661129,0.398725561,0.3045523471,0.3793951918,44.6,"(50.0874654, 14.4212535)",-3.93,92,"(50.0874654, 14.4212535)"
268,Kabul,1.0,1.0,Congested Emerging,Afghanistan,17.7,49.6,0,32.7,0.65,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3650000.0,259.0,14100.0,631001.0,1088568.0,1083559.0,990357.0,26.7,4.7,617.9,38.0,,,,,,0.29,27.6,60.5,,12.3,,,,0.693183411,104.2,4374731.818,4185927860.0,122.6720828,20705.0,956.8421641,5.23096638,2.688828584,1.043663017,0.000778165,0.0,0.079424504,0.0120674884,0.373602215,0.0295605759,0.2214708641,0.3102680074,0.7072857991,0.2118236355,0.3305749841,,"(34.5260109, 69.1776838)",2.23,86,"(34.5260109, 69.1776838)"
269,Adana,253.0,5.0,Hybrid Moderate,Turkey,25.0,56.0,1,18.0,1.47,11.4,13.9,0.085276074,1.155555556,12.44444444,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,29.0,36.0,,,,1125000.0,163.0,6900.0,216411.0,299771.0,439806.0,189038.0,73.4,4.3,14117.0,,,,,,,,,75.8,,46.3,0.48,34.0,59.0,4.243452638,,3610912.789,3563740322.0,87.14433799,25560.0,986.9361378,5.64403551,2.978435108,1.053201147,0.000496708,0.007129544,0.1877339809,0.1040854274,0.3612090561,0.3627529203,0.3699737926,0.113786409,0.3606146363,0.250854023,0.4104668272,,"(36.9936175, 35.3258349)",7.91,87,"(36.9936175, 35.3258349)"
270,Ciudad Juarez,172.0,2.0,BusTransit Sprawl,Mexico,59.0,36.1,1.9,3.0,0.71,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.068870523,2.408759124,4.504,12.160966,5.0,0,0.0,0.0,0.0,0.0,,,,,,,1370000.0,363.0,3800.0,416325.0,107595.0,159266.0,126109.0,79.2,2.6,14506.0,5.9,,,,,,0.46,40.0,76.7,33.35,49.2,0.5,,35.0,2.6,,8367980.041,7751045142.0,109.2183202,43787.0,926.2743344,5.678831819,3.1195267,1.041390123,0.001929408,0.016084042,0.0575507026,0.3432433663,0.4139831737,0.298345507,0.229107178,0.0938996456,0.549812871,0.6468292401,0.4897893512,,"(31.7097961, -106.4555818)",-0.76,30,"(31.7097961, -106.4555818)"
271,Novosibirsk,208.0,2.0,BusTransit Sprawl,Russia,34.0,64.0,1,1.0,0.7,18.9,15.9,0.025562701,0.872483221,58.8590604,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,53.0,70.0,,,,1490000.0,622.0,2400.0,-3617.0,45525.0,76143.0,41161.0,74.0,1.3,11279.6,,31.14,10.33,27.1,27.97,51.73,0.44,,70.5,50.42,61.4,0.5,34.0,45.0,12.46681628,,2425929.401,2491793762.0,210.1281421,6582.0,1027.150156,5.240351088,2.782373452,1.058749945,0.000458884,0.0,0.2400030477,0.1133858315,0.4240061503,0.2817717656,0.27245684,0.0426319472,0.5315126595,0.666205909,0.3771724257,2.3,"(55.0282171, 82.9234509)",-22.62,84,"(55.0282171, 82.9234509)"
272,Nanjing,52.0,12.0,MetroBike Emerging,China,17.0,24.0,39,20.0,1.16,18.8,224.3,0.16814093,1.896551724,112.3354232,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.0,64.0,67.0,,,,6380000.0,1334.0,4800.0,1483014.0,1684937.0,2067299.0,763099.0,55.6,9.8,18996.0,2.67,,,,,,0.32,,76.1,,50.1,0.43,39.0,58.0,7.550916485,,19129441.87,1481502553.0,484.0078403,22551.0,77.44619855,5.004452291,3.042488677,1.071681795,0.001579924,0.052632595,0.4869534462,0.0637174543,0.393398842,0.299610481,0.8475179282,0.3849602475,0.5783523706,0.8187504596,0.2287307713,,"(32.0609736, 118.7916458)",-0.02,86,"(32.0609736, 118.7916458)"
273,Suzhou,64.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,66.14,0.052119779,1.096654275,25.33457249,5.0,0.0,0.0,0.0,0.0,0.0,0.0,976,18.14126394,22940.0,426.394052,8.0,32.0,54.0,56.0,,,,5380000.0,1269.0,4200.0,1009573.0,1549915.0,2017755.0,566797.0,55.6,9.8,21988.0,2.12,39.46,14.46,40.11,30.49,74.41,0.32,,76.1,,50.1,0.43,39.0,58.0,7.550916485,78.85,5302841.937,4893510003.0,328.9808261,9281.0,922.8089507,4.956344191,3.155080214,1.051407535,0.002040176,0.028038959,0.2202514403,0.0801560734,0.6669574924,0.3202162197,0.7234906264,0.3380622168,0.4892223489,0.6718114205,0.3958008785,,"(31.3016935, 120.5810725)",3.27,79,"(31.3016935, 120.5810725)"
274,Edmonton,37.0,7.0,Auto Sprawl,Canada,76.7,11.3,1.1,4.1,0.92,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,25.0,36.0,142.44,34.93,164.19,1060000.0,855.0,1100.0,93762.0,196454.0,204387.0,102318.0,81.8,1.8,62832.0,4.8,73.47,29.96,71.58,70.73,115.6,0.44,,82.2,59.84,94.7,0.78,42.0,67.0,44.1,27.38,,,,,,,,,,,0.0463316412,0.1632844593,0.3455042458,0.8055450312,0.4180136985,0.0254809519,0.1038962101,0.7573134986,0.3848836032,,"(53.535411, -113.507996)",-8.08,48,"(53.535411, -113.507996)"
275,Providence(RI),299.0,7.0,Auto Sprawl,United States,89.2,2.5,0.2,3.4,0.68,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,29.0,42.0,,,,1205000.0,1412.0,800.0,130789.0,194837.0,244359.0,121845.0,81.6,1.7,43672.0,9.8,83.6,36.59,77.92,85.35,89.55,0.467,28.1,79.9,,75.5,0.78,43.0,72.0,12.8,,1126758.668,13836147501.0,105.9979933,6302.0,12279.60156,5.637007651,3.040946444,1.028550345,0.002010758,0.025967437,0.0005634867,0.1619380702,0.3408468271,0.7385640905,0.311850093,0.0421408375,0.1772847985,0.4885890557,0.7539153163,,"(51.4325409, -2.6642358)",3.33,70,"(51.4325409, -2.6642358)"
276,Port-au-Prince,109.0,1.0,Congested Emerging,Haiti,,,,,0.92,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2700000.0,267.0,10100.0,559197.0,449990.0,730863.0,435848.0,58.6,8.9,729.3,,,,,,,0.52,40.6,63.5,,10.6,0.15,,,0.23061016,,2957657.191,2461708239.0,125.1759434,13571.0,832.3169589,5.045068583,2.571249728,1.08786769,0.000841533,0.0,0.072471792,0.0761211066,0.3660957558,0.063162508,0.3059553375,0.2466616045,0.6916962064,0.2731250682,0.3012813996,,"(18.547327, -72.3395928)",22.97,69,"(18.547327, -72.3395928)"
277,Lome,247.0,1.0,Congested Emerging,Togo,,,,,0.94,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1735000.0,207.0,8400.0,341755.0,549318.0,698036.0,320519.0,40.0,5.1,558.1,,,,,,,0.3,34.6,59.9,,5.5,0.18,,,0.321781847,,4124167.355,3275129881.0,104.9726979,23292.0,794.1311784,5.70935209,2.92605411,1.027425643,0.00018251,0.0,0.0708573274,0.0283407845,0.3462144783,0.0261646858,0.2900837682,0.212292914,0.6883938281,0.426501555,0.3833406948,84.3,"(6.130419, 1.215829)",29.77,83,"(6.130419, 1.215829)"
278,Daejeon,231.0,6.0,Hybrid Giant,South Korea,42.3,27.7,1.9,26.5,1.47,9.1,22.7,0.171969697,1.396825397,26.66666667,11.0,0.0,0.0,0.0,0.0,0.0,0.0,145,9.206349206,,,,,,,,,,1575000.0,132.0,11900.0,325450.0,158255.0,147517.0,32342.0,82.5,1.3,24215.0,3.0,,,,,,,,82.3,,92.3,0.82,40.0,88.0,5.4,,3592203.038,3660282316.0,131.4958283,16279.0,1018.951957,5.585404318,2.975365708,1.063103808,0.001051504,0.027003556,0.2758719041,0.1371809826,0.4649616474,0.5128820574,0.5182611786,0.0457826128,0.4935318175,0.402740872,0.3565213291,,"(36.3496, 127.3848)",-6.72,85,"(36.3496, 127.3848)"
279,Marseille,91.0,6.0,Hybrid Giant,France,54.0,11.0,1,34.0,1.86,6.2,21.5,0.031204644,1.739130435,49.56521739,40.0,0.0,0.0,0.0,0.0,0.0,0.0,122,7.577639752,672.0,41.73913043,11.0,40.0,62.0,75.0,,,,1610000.0,689.0,2300.0,57886.0,109352.0,211376.0,102847.0,79.5,2.2,40203.0,11.4,65.23,22.58,57.58,69.02,102.28,,,82.4,39.46,83.3,0.72,42.0,49.0,9.5,65.33,2017026.389,3325429814.0,95.95292273,12384.0,1648.679379,4.415161764,2.675387659,1.09999217,0.004885099,0.018914057,0.274039346,0.1493097147,0.4898855463,0.605760421,0.4150095246,0.046363328,0.4919264097,0.1633413931,0.3338046445,,"(43.2961743, 5.3699525)",8.31,80,"(43.2961743, 5.3699525)"
280,McAllen(TX),315.0,7.0,Auto Sprawl,United States,89.5,0.4,0,1.2,0.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,23.0,38.0,,,,860000.0,927.0,800.0,264416.0,291429.0,160727.0,79297.0,81.6,1.7,20361.0,10.8,,,,,,0.469,23.8,78.5,,68.1,0.78,,72.0,8.3,,1912104.424,5661885140.0,170.3130332,6520.0,2961.075279,5.429504901,2.836516713,1.074381851,0.004212183,0.007325696,0.0165652145,0.1536524496,0.336033088,0.6522604774,0.3163071669,0.0405794376,0.1478556024,0.6117828495,0.4424315089,,"(26.2043691, -98.230082)",6.36,20,"(26.2043691, -98.230082)"
281,Alexandria,86.0,1.0,Congested Emerging,Egypt,,,,,0.37,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4775000.0,293.0,16300.0,528588.0,808170.0,1117087.0,671921.0,43.1,1.9,7100.0,,,,,,,0.34,15.3,70.9,43.07,38.6,0.4,34.0,,2.431261947,92.35,1586712.995,1462651328.0,108.101444,8834.0,921.8121572,5.701517886,3.120157096,1.035170355,0.000223405,0.04932966,0.0938324298,0.0509910917,0.3707620417,0.1635057161,0.3459135372,0.2517962394,0.6858617509,0.4598473245,0.293474639,,"(31.199004, 29.894378)",14.76,77,"(31.199004, 29.894378)"
282,Rio de Janeiro,22.0,4.0,BusTransit Dense,Brazil,17.69,45.36,2.42,29.36,1.43,16.7,58.0,0.028712871,0.347016504,19.31443081,38.0,168.0,0.083168317,2.031316124,3.233178163,79.54126111,7.0,60,0.507829031,300.0,2.539145155,7.0,47.0,63.0,81.0,265.74,57.96,287.11,11815000.0,2020.0,5800.0,1207772.0,1064486.0,1153241.0,600812.0,85.7,2.1,23176.0,5.5,55.68,24.14,40.01,48.26,43.07,0.58,23.85,75.0,22.48,54.2,0.5,42.0,41.0,2.465870235,74.57,13444414.48,5036597298.0,110.41824,71554.0,374.6237744,5.166194346,2.852132468,1.050029006,0.001541384,0.015178093,0.2878019792,0.6841013359,0.4220030793,0.3768447283,0.1475996126,0.2542392773,0.7634452639,0.4562563328,0.4869231324,75.3,"(-22.9110137, -43.2093727)",26.51,83,"(-22.9110137, -43.2093727)"
283,Shiraz,132.0,2.0,BusTransit Sprawl,Iran,53.0,43.0,0,7.0,0.36,32.1,10.5,0.042682927,0.413436693,10.33591731,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1935000.0,246.0,7900.0,180212.0,185012.0,235288.0,108284.0,73.4,4.4,6733.9,,,,,,,,,75.5,,57.2,0.43,,,7.996848538,,4147210.991,3761504102.0,102.8803798,23284.0,906.9960777,4.526978875,2.566238229,1.04573742,0.000491946,0.0,0.1209010249,0.1134286119,0.3892517543,0.2349070384,0.2729333012,0.1040576392,0.5459088686,0.7795039103,0.3475904333,,"(29.6060218, 52.5378041)",7.24,100,"(29.6060218, 52.5378041)"
284,Odessa,257.0,1.0,Congested Emerging,Ukraine,34.0,64.0,1,1.0,1.12,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1010000.0,207.0,4900.0,-55370.0,-27388.0,24269.0,19372.0,69.7,2.4,2905.9,,28.74,7.54,20.56,28.56,40.34,,,71.3,,41.8,0.43,29.0,27.0,5.959632751,,1912328.192,2187179142.0,185.1058167,6102.0,1143.725826,5.488929629,2.921590749,1.047784112,0.000513848,0.0,0.0870367316,0.0835991039,0.4027029009,0.1507053893,0.2994876318,0.0629953479,0.6562928928,0.2981269079,0.3670778634,54.5,"(46.4873195, 30.7392776)",-0.76,100,"(46.4873195, 30.7392776)"
285,Recife,26.0,4.0,BusTransit Dense,Brazil,29.44,44.35,2.78,23.43,1.3,23.4,39.5,0.095410628,0.82962963,32.65185185,32.0,51.15,0.123550725,0.503703704,40.91851852,62.33413333,36.0,0,0.0,0.0,0.0,0.0,37.0,60.0,65.0,259.1,53.6,444.44,3375000.0,414.0,8100.0,540211.0,454486.0,525212.0,245248.0,85.7,2.1,10359.0,,49.87,13.66,41.13,36.03,41.14,0.57,,75.0,22.6,54.2,0.5,35.0,41.0,2.465870235,,3741851.677,8346713569.0,97.18337991,22835.0,2230.637206,5.239495174,2.865330364,1.045125863,0.000750964,0.003925615,0.3222425464,0.7456021301,0.3958866722,0.287749633,0.0671465672,0.1248717936,0.6392092338,0.4268486572,0.505700629,,"(-8.0584933, -34.8848193)",26.31,65,"(-8.0584933, -34.8848193)"
286,Casablanca,176.0,1.0,Congested Emerging,Morocco,19.0,13.0,,53.0,1.16,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3240000.0,272.0,11900.0,254493.0,72710.0,570662.0,331400.0,60.2,4.7,9274.0,,37.77,14.18,33.9,25.25,48.9,0.52,4.8,74.3,47.43,60.0,0.33,34.0,,1.750481949,92.86,3500693.218,7985208967.0,94.03135238,22615.0,2281.036489,5.594409106,3.115374958,1.054997713,0.001511026,0.019852746,0.0643710994,0.0776423113,0.3879740417,0.1548651517,0.3373769741,0.1685833116,0.6405532178,0.2786029055,0.4820313092,,"(33.5675527, -7.618756606822727)",16.39,100,"(33.5675527, -7.618756606822727)"
287,Quito,84.0,4.0,BusTransit Dense,Ecuador,22.6,61.7,0.3,15.4,0.39,20.1,0.0,0.0,0.0,0.0,0.0,69.0,0.128731343,4.270613108,24.31289641,105.6780127,23.0,25,1.057082452,425.0,17.97040169,6.0,,,,,,,2365000.0,536.0,4400.0,269603.0,240338.0,335990.0,208421.0,63.7,2.7,5191.1,,46.41,15.9,42.99,35.54,36.1,0.51,16.4,76.2,45.25,77.4,0.41,33.0,,2.779287585,66.79,4843218.065,6896621850.0,103.6980637,26851.0,1423.975084,5.094471316,2.86398702,1.071038158,0.000769157,0.00484411,0.1276468854,0.8210933267,0.432596526,0.2955487516,0.2342198162,0.1073418769,0.688155658,0.6642391745,0.4278439458,,"(-0.2201641, -78.5123274)",9.92,82,"(-0.2201641, -78.5123274)"
